system:index,crop_label,soil_oc,soil_ph,soil_texture,.geo
48,0,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58533479564352,35.74575199951197]}"
49,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58317883896164,35.69643449041381]}"
50,0,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.44556151171638,35.62394044698536]}"
51,0,3,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33281836927753,35.80153737865579]}"
52,0,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26113280960479,35.75814875043282]}"
53,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62387252133225,35.72958232439782]}"
54,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.31108371368369,35.02512347859129]}"
55,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32311656420903,35.29515705299762]}"
56,0,3,64,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.31216169202463,35.57489243247243]}"
57,0,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55380392917093,35.75221986955763]}"
58,0,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60042649241673,35.75437582623952]}"
59,0,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.84512757581089,34.99952149299388]}"
60,0,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.01032775656047,35.03940669160879]}"
61,0,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.92058605967694,34.9124747419627]}"
62,0,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.3374941830368,35.60750127728597]}"
63,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5821008606207,35.76434712589324]}"
64,0,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56000230463135,35.780516801007394]}"
65,0,3,60,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61390122167853,35.0868377386103]}"
66,0,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2304104268879,35.706136295482295]}"
67,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83785122200952,34.78311734104949]}"
68,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.79042017500801,34.771798568469585]}"
69,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5850653010583,35.79884243280343]}"
70,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83111385737863,35.31186571728224]}"
71,0,5,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.42013461489394,34.75886282837826]}"
72,0,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55676836960852,35.6250184253263]}"
73,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.809823785145,34.804946402453595]}"
74,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.81171024724165,34.93619026546345]}"
75,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.95723732326901,34.9830823232945]}"
76,0,2,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36246277365348,35.45927925540625]}"
77,0,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61417071626376,34.845909579409444]}"
78,0,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31934364001573,35.590523118416115]}"
79,0,3,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.39866945388533,34.88256084300152]}"
80,0,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.22502053518319,35.71422113303937]}"
81,0,2,63,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.00466837027052,34.895766077678076]}"
82,0,3,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65216945278202,35.71502961679508]}"
83,0,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19268118495488,35.838188642247864]}"
84,0,2,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31664869416338,35.59106210758659]}"
85,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.90926728709702,34.9838908070502]}"
86,0,3,64,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47511151028206,35.57866535666574]}"
87,0,3,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7632012218992,35.52530542878904]}"
88,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77883190784287,35.34582203502195]}"
89,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8181781172873,35.16337420081728]}"
90,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.24397956195996,35.41346517591616]}"
91,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20571133085646,35.12375849678761]}"
92,0,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.476189488623,35.845195501464]}"
93,0,3,58,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19672360373342,35.69347004997621]}"
94,0,3,57,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21208479509187,35.37277149354554]}"
95,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.88582125818151,35.51398665620913]}"
96,0,2,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62683696176984,34.77476300890718]}"
97,0,2,58,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.51742216016409,35.02054207064228]}"
98,0,3,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.45283786551775,34.757245860866846]}"
99,0,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65189995819678,34.817343153374445]}"
100,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75538587892736,35.52692239630045]}"
101,0,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.31189219743939,35.34878647545955]}"
102,0,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.15791638345945,35.76973701759796]}"
103,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.90953678168226,34.94373611385006]}"
104,0,2,63,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.97017306336033,35.749524923705266]}"
105,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76751313526296,34.875014994614915]}"
106,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.81305772016782,34.81869062630062]}"
107,0,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.21325717924307,35.735511205273006]}"
108,0,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59449761154154,35.594565537194654]}"
109,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.39866945388533,34.903850915235154]}"
110,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.39480212388177,34.79389712445892]}"
111,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63303533723027,35.58028232417715]}"
112,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.9098062762675,34.99008918251062]}"
113,0,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49747956085663,35.817976548355176]}"
114,0,2,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21504923552946,34.96367871315751]}"
115,0,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29589761110022,35.6145081365021]}"
116,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.24909995907944,35.406458316700025]}"
117,0,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.14992595171265,35.17361499505624]}"
118,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21531873011469,34.91058827986605]}"
119,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.15828028385495,34.82488900176104]}"
120,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.02353299123703,34.86800813539878]}"
121,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.19250609617991,35.08117835232034]}"
122,0,3,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5114932792889,35.561148208625404]}"
123,0,3,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.13052234157566,34.77206806305482]}"
124,0,4,66,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.70957179943726,35.02727943527317]}"
125,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6106672866557,35.730929797323995]}"
126,0,2,63,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48238786408342,35.164452179158225]}"
127,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5791364201831,35.77216246886508]}"
128,0,2,65,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3190741454305,34.80791084289119]}"
129,0,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.24909995907944,34.81357022918114]}"
130,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.86480068053311,34.931069868343975]}"
131,0,3,70,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60905031914427,34.76182726881586]}"
132,0,2,65,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.1220736036231,35.50105091611781]}"
133,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62980140220743,35.76677257716037]}"
134,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7437976117622,35.590253623830876]}"
135,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31287576997008,35.20218142109125]}"
136,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.92705392972259,35.009762287232846]}"
137,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.77344201613815,35.321837016935966]}"
138,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.93109634850113,34.83216535556242]}"
139,0,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46082829726456,35.34124062707295]}"
140,0,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3829443621314,35.83279875054315]}"
141,0,2,65,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35599490360781,35.67918683695871]}"
142,0,2,63,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2056169250462,35.80719676494574]}"
143,0,2,65,5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71172775611915,34.8448316010685]}"
144,0,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.41672559109614,35.616933587769225]}"
145,0,3,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21019833299522,35.838188642247864]}"
146,0,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.0736589840909,35.00787582513619]}"
147,0,3,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6535169257082,35.702363371288996]}"
148,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.96478317165561,35.35175091589714]}"
149,0,4,55,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48319634783914,35.509944237430595]}"
150,0,3,55,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.07985735955133,35.01973358688657]}"
151,0,3,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63303533723027,35.73524171068777]}"
152,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.97502396589458,34.88660326178006]}"
153,0,3,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36300176282394,35.459818244576724]}"
154,0,2,64,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65243894736726,34.776110481833356]}"
155,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.1450750491784,35.17846589759049]}"
156,0,2,63,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65917631199815,34.77233755764006]}"
157,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.533322340693,35.821749472548476]}"
158,0,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.12530753864591,35.77943882266645]}"
159,0,3,62,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24172919946781,35.73389423776159]}"
160,0,4,66,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26544472296857,35.76758106091607]}"
161,0,2,64,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24954454243965,35.6242099415706]}"
162,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.89444508490905,34.889567702217654]}"
163,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.42184598821562,34.96502618608369]}"
164,0,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.44169418171282,35.75626228833617]}"
165,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.00736331612288,34.811144777914016]}"
166,0,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.38941223217705,34.78715975982803]}"
167,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2552039287296,35.323992973617855]}"
168,0,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29185519232168,35.799381421973905]}"
169,0,2,66,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63007089679267,34.777996943930006]}"
170,0,3,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20274689041887,35.12618394805473]}"
171,0,4,66,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48696927203244,35.00922329806237]}"
172,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.1307918361609,35.20757131279596]}"
173,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.19834057124484,35.37007654769318]}"
174,0,3,61,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65944580658339,35.00167744967577]}"
175,0,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49478461500428,35.667329075208336]}"
176,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20921476046453,35.06635615013237]}"
177,0,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.13833768454751,34.850490987358455]}"
178,0,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.27497143926207,35.07686643895657]}"
179,0,3,64,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30317396490159,35.7384756457106]}"
180,0,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.33254887469229,34.79335813528845]}"
181,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.81871710645778,35.3145606631346]}"
182,0,4,61,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4400772142014,34.96691264818034]}"
183,0,3,61,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29131620315121,35.51344766703866]}"
184,0,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.119473063581,34.95424640267426]}"
185,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.91869959758029,34.947239543458124]}"
186,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31664869416338,35.26847708905927]}"
187,0,2,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.3051548328085,34.99332311753346]}"
188,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.99712252188391,34.887142250950525]}"
189,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74945699805217,35.53392925551658]}"
190,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.13564273869514,35.17765741383478]}"
191,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.87611945311302,35.332347305760166]}"
192,0,2,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52200356811309,35.63741517624715]}"
193,0,2,62,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.26688660170501,35.4220890026437]}"
194,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76805212443344,34.86773864081355]}"
195,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.84916999458943,35.00006048216435]}"
196,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.22043912723417,35.37357997730125]}"
197,0,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53197486776682,35.31024874977082]}"
198,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.83677324366857,34.97418900198171]}"
199,0,2,56,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8249154819182,34.903850915235154]}"
200,0,2,64,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.3345297425992,35.34366607834007]}"
201,0,2,57,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.26931205297213,35.46709459837809]}"
202,0,2,66,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.36794707116846,35.62474893074107]}"
203,0,3,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7181956261648,35.01811661937516]}"
204,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.80443389344028,35.32318448986214]}"
205,0,3,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8165611497759,35.25904477857601]}"
206,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.02838389377128,34.866660662472604]}"
207,0,3,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65621187156056,35.488923659782195]}"
208,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.79149815334895,35.27656192661634]}"
209,0,2,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20705880378264,35.44095362361021]}"
210,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.90495537373324,35.37061553686365]}"
211,0,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46945212399211,34.92972239541779]}"
212,0,2,62,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.16492324267558,35.31105723352653]}"
213,0,3,57,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54679706995479,34.798478532407934]}"
214,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.19978244998127,35.129148388492325]}"
215,0,2,64,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.39210717802942,35.398103984557714]}"
216,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.4783454453049,35.82498340757131]}"
217,0,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.91034526543797,34.98739423665827]}"
218,0,2,58,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.34602360395408,34.787968243583734]}"
219,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.42427143948275,34.974458496566946]}"
220,0,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.18836927159111,35.29596553675332]}"
221,0,2,61,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3589593440454,35.170920049203886]}"
222,0,2,57,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.9984699948101,34.79470560821463]}"
223,0,3,58,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.05102143893109,34.95721084311185]}"
224,0,3,60,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.57293804472268,35.15313340657832]}"
225,0,2,61,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.20426945212003,35.09869550036068]}"
226,0,3,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65890681741291,35.76299965296706]}"
227,0,2,59,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.51095429011843,35.81096968913904]}"
228,0,3,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.60473840578051,35.60830976104168]}"
229,0,2,61,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55407342375617,35.78348124144499]}"
230,0,2,63,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36354075199442,35.45712329872436]}"
231,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28323136559413,34.93565127629298]}"
232,0,2,64,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53116638401112,35.54336156599984]}"
233,0,2,60,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.25853226956269,35.774318425546966]}"
234,0,2,55,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76454869482536,35.412117702989974]}"
235,0,2,59,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65486439863437,35.70128539294805]}"
236,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.89848750368759,34.87393701627397]}"
237,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.8211425577249,34.83297383931812]}"
238,0,2,61,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.20005194456651,35.43232979688267]}"
239,0,2,60,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59584508446773,35.69508701748762]}"
