system:index,crop_label,sol_bulk_density,sol_clay_pct,sol_organic_carbon,sol_ph_h2o,sol_sand_pct,sol_texture_class,.geo
98,2,155.0,21.0,2.0,78.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4155960295902,36.235423660885516]}"
99,2,156.0,22.0,2.0,76.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.30429476588779,36.239466079664055]}"
100,2,156.0,22.0,2.0,76.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.2118581231519,36.229225285425095]}"
101,2,154.0,20.0,2.0,75.0,46.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.31830848432006,36.10579676538707]}"
102,2,154.0,18.0,2.0,75.0,48.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4538642606937,36.14352600732009]}"
103,2,157.0,20.0,2.0,74.0,46.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39673140862371,36.270457956966176]}"
104,2,158.0,21.0,4.0,74.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53228718499733,36.38741860695854]}"
105,2,155.0,20.0,2.0,76.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.18544765379879,36.073726909744]}"
106,2,165.0,21.0,2.0,77.0,49.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.49833086725761,35.89370452680645]}"
107,2,155.0,18.0,2.0,75.0,49.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.42987924260771,36.109569689580375]}"
108,2,158.0,19.0,2.0,77.0,48.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.1618265361083,36.73264117064567]}"
109,2,158.0,18.0,2.0,75.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48835956760388,36.13921409395632]}"
110,2,159.0,19.0,2.0,80.0,50.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52986173373021,36.06348611550504]}"
111,2,154.0,17.0,2.0,76.0,49.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.43499963972718,36.11037817333608]}"
112,2,155.0,17.0,2.0,74.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.46419946074292,37.06546698341196]}"
113,2,154.0,15.0,2.0,77.0,48.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.45934855820869,37.13203214596521]}"
114,2,157.0,26.0,2.0,78.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.80312924315936,36.183411205934995]}"
115,2,161.0,19.0,2.0,79.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.89718285340669,36.439700556494294]}"
116,2,162.0,29.0,3.0,79.0,38.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.51611750988317,35.71125669260178]}"
117,2,147.0,34.0,2.0,78.0,30.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.78857653555664,36.14379550190533]}"
118,2,154.0,22.0,2.0,68.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.97048538059084,36.65179279507492]}"
119,2,154.0,18.0,2.0,75.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.17341480327343,36.73937853527657]}"
120,2,157.0,18.0,2.0,78.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.98449909902311,36.58819207295925]}"
121,2,157.0,17.0,2.0,77.0,49.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.6912889902865,36.22760831791368]}"
122,2,149.0,28.0,2.0,76.0,35.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.17143393536652,36.17936878715646]}"
123,2,155.0,22.0,3.0,71.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.18436967545784,36.07453539349971]}"
124,2,158.0,21.0,3.0,72.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.43509404553745,37.147123842738424]}"
125,2,150.0,29.0,2.0,75.0,35.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.17466787038936,36.18017727091217]}"
126,2,165.0,21.0,2.0,77.0,49.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.49913935101333,35.894243515976925]}"
127,2,158.0,19.0,3.0,76.0,48.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.25713321347152,36.026295862742494]}"
128,2,160.0,21.0,2.0,77.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38649061438474,35.66544261311168]}"
129,2,161.0,17.0,2.0,74.0,48.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.38729909814045,35.99207005041754]}"
130,2,155.0,17.0,2.0,77.0,46.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48216119214347,35.637954165417625]}"
131,2,157.0,24.0,2.0,78.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.49940884559857,35.669215537304986]}"
132,2,154.0,22.0,3.0,69.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.28273519906892,36.061330158823154]}"
133,2,146.0,25.0,3.0,74.0,37.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.16820000034369,36.17074496042891]}"
134,2,158.0,21.0,2.0,73.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.3895494606326,37.12152185714101]}"
135,2,154.0,22.0,2.0,77.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.19407148052633,36.05890470755603]}"
136,2,151.0,28.0,3.0,76.0,39.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53444314167922,35.764077631308005]}"
137,2,161.0,20.0,2.0,72.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45063032567087,35.5317732988347]}"
138,2,153.0,21.0,2.0,76.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.43176570470436,36.42703431098821]}"
139,2,154.0,20.0,2.0,77.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.28057924238703,36.18637564637259]}"
140,2,157.0,22.0,3.0,68.0,41.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.3016942258457,37.13014568386856]}"
141,2,158.0,22.0,3.0,70.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.02168935178565,36.64209099000642]}"
142,2,156.0,20.0,2.0,76.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48593411633676,36.40547474416935]}"
143,2,157.0,20.0,2.0,74.0,46.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.39646191403847,36.27099694613665]}"
144,2,157.0,25.0,2.0,75.0,40.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.32989675148521,36.46395506916552]}"
145,2,161.0,21.0,3.0,74.0,46.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.46419946074292,37.0627720375596]}"
146,2,156.0,31.0,2.0,73.0,31.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.2340510849515,37.229858680405826]}"
147,2,156.0,33.0,2.0,79.0,33.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.78345613843715,36.146759942342925]}"
148,2,154.0,18.0,2.0,76.0,49.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.43149621011912,36.11172564626226]}"
149,2,155.0,18.0,2.0,73.0,49.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45817617405747,36.31061265016632]}"
150,2,159.0,23.0,2.0,79.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4778492787797,35.88238575422655]}"
151,2,158.0,22.0,2.0,77.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.45655920654606,35.52934784756757]}"
152,2,154.0,19.0,2.0,75.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.25066534342587,36.03815362449287]}"
153,2,155.0,18.0,2.0,76.0,48.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47596281668304,36.13085976181401]}"
154,2,158.0,17.0,2.0,77.0,49.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.81256155364262,36.45371427492656]}"
155,2,158.0,22.0,2.0,79.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.30429476588779,36.22787781249892]}"
156,2,158.0,19.0,2.0,76.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.70745866540065,36.274500375744715]}"
157,2,157.0,21.0,2.0,72.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27717021858925,37.13311012430616]}"
158,2,157.0,20.0,2.0,75.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.47515433292733,35.873492432913764]}"
159,2,157.0,20.0,2.0,78.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.38874097687689,36.87358683872402]}"
160,2,159.0,26.0,2.0,77.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.52096841241743,35.71529911138032]}"
161,2,158.0,20.0,2.0,77.0,46.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.51611750988317,36.39604243368609]}"
162,2,160.0,23.0,2.0,80.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.93329512782829,36.44805488863661]}"
163,2,156.0,21.0,2.0,76.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.448299280214,37.157364636977384]}"
164,2,162.0,21.0,21.0,74.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.2832741882394,36.05701824545938]}"
165,2,153.0,18.0,2.0,78.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53525162543494,36.28986156710316]}"
166,2,158.0,18.0,2.0,75.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.48674260009247,36.13490218059254]}"
167,2,160.0,20.0,4.0,70.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.3685288829842,37.139039005181345]}"
168,2,149.0,20.0,2.0,76.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.53983303338393,36.237579617567405]}"
169,2,150.0,20.0,4.0,74.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.41317057832308,36.243508498442594]}"
170,2,160.0,20.0,2.0,77.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.19326299677063,36.1615821445309]}"
171,2,159.0,23.0,2.0,77.0,45.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.36358357463969,35.68969712578291]}"
172,2,155.0,20.0,2.0,75.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.55465523557191,36.232998209618394]}"
173,2,150.0,17.0,2.0,74.0,49.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.40023483823177,36.1623906282866]}"
174,2,160.0,25.0,2.0,75.0,42.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.27393628356641,36.76929243423775]}"
175,2,156.0,21.0,3.0,75.0,44.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.34310198616177,36.05405380502179]}"
176,2,160.0,23.0,2.0,79.0,48.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.25632472971581,35.99611246919608]}"
177,2,153.0,20.0,2.0,78.0,50.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.88263014580394,36.44401246985807]}"
178,2,161.0,21.0,2.0,77.0,39.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.4643745495179,36.42029694635732]}"
179,2,151.0,30.0,2.0,74.0,40.0,4.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.56462653522564,36.03033828152103]}"
180,2,161.0,21.0,2.0,76.0,43.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.34660541576983,35.503206872799694]}"
181,2,154.0,21.0,2.0,77.0,47.0,7.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-119.46248808742125,36.09366950905146]}"
